,
1317045,8
1317019,8
1317032,7
1317058,4
1317024,4
1317018,6
1317047,3
1317033,7
1317009,3
1317021,2
,
1317040,9
1317026,9
1317025,8
1317053,6
1317003,3
1317037,5
1317039,4
1317001,7
1317011,3
1317051,5
,
1317022,9
1317014,8
1317002,9
1317038,6
1317062,5
71317029,8
1317028,2
1317054,0
1317060,3
,
1317073,8
1317055,10
1317049,3
1317069,9
1317030,7
1317027,0
71317015,2
1317026,2
1317050,3
,
181317019,15
181317045,12
181317047,6
181317032,8
181317058,4
181317009,7
181317024,3
181317021,3
181317018,2
181317033,2
